name,latitude,longitude
Elgersweier,48.44,7.94
Elgershausen,51.27,9.37
Elgersdorf,51.06,13.37
Elgersdorf,49.53,10.74
Elgersburg,50.7,10.85
Elgendorf,50.44,7.79
Elfte,52.27,8.76
Elfsen,51.54,8.15
Elfinger Hof,48.99,8.77
Elfgen,51.08,6.53
Elfershude,53.42,8.77
Elfershausen,51.09,9.50
Elfershausen,50.14,9.96
Elferdingen,52.87,9.66
Elfenecke,51.87,10.53
Elendskirchen,47.93,11.87
Elende,51.43,10.63
Elend,51.74,10.68
Elend,50.88,13.69
Eldratshofen,47.92,10.76
Eldingen,52.68,10.33
Eldern,47.92,10.30
Eldering,48.35,12.10
Eldenburg,53.50,12.63
Eldenburg,53.11,11.43
Eldena,54.08,13.44
Eldena,53.23,11.41
Eldagsen,52.38,8.94
Eldagsen,52.17,9.65
Elchweiler,49.66,7.2
Elchingen auf dem Härtsfeld,48.79,10.26
Elchesheim,48.92,8.21
Elchering,48.07,12.06
Elcherath,50.22,6.18
Elbstorf,53.42,10.28
Elbrinxen,51.90,9.25
Elbringhausen,51.13,7.55
Elbringhausen,51.14,7.23
Elbrichshof,50.56,9.57
Elbitz,51.52,11.71
Elbisheimerhof,49.60,8.04
Elbisbach,51.10,12.64
Elbingerode,51.77,10.80
Elbingerode,51.65,10.27
Elbingen,51.61,10.23
Elbingen,50.52,7.91
Elbgrund,50.51,8.06
Elbeu,52.23,11.61
Elbersroth,49.20,10.41
Elbersreuth,50.24,11.56
Elbersdorf,51.11,9.65
Elbersdorf,51.02,13.99
Elberschwenden,48.93,10.25
Elbersberg,49.75,11.44
Elbergen,52.75,7.74
Elbergen,52.45,7.30
Elberfeld,51.25,7.14
Elbenberg,51.22,9.20
Elbenschwand,47.75,7.82
Elbenrod,50.77,9.33
Elbenau,52.04,11.75
Elben,51.59,11.68
Elben,51.23,9.20
Elben,50.98,7.87
Elben,50.75,7.83
Elben,50.54,7.92
Elbdeich,53.83,9.19
Elbdeich,53.83,9.10
Elbart,49.61,11.91
Elbach,51.02,7.45
Elbach,47.74,11.95
Elb,51.18,6.91
Ekholt,53.74,9.72
Ekernermoor,53.15,8.01
Ekern,53.16,7.99
Ekenis,54.62,9.85
Ekelergaste,53.6,7.21
Ekel,53.60,7.21
Ekel,51.63,6.93
Ekel,54.32,9.35
Ekeberg,54.64,9.60
Ekartsweiler,48.90,9.62
Ekardsreut,49.19,12.21
Eja,48.58,11.52
Eizisried,47.68,10.35
Eizersdorf,48.78,13.28
Eixendorf,49.34,12.45
Eixendorf,48.42,11.81
Eixen,54.16,12.72
Eixe,52.35,10.18
Eiweiler,49.55,7.01
Eiweiler,49.36,6.93
Eitzweiler,49.55,7.20
Eitzum,52.15,10.81
Eitzum,52.07,9.84
Eitzingerreut,48.66,13.56
Eitzing,47.85,12.18
Eitzen Zwei,53.05,10.37
Eitzenham,48.50,13.01
Eitzen Eins,53.13,10.43
Eitzendorf,52.87,9.13
Eitzen,52.80,8.87
Eitze,52.98,9.68
Eitze,52.90,9.27
Eitting,48.81,12.32
Eitting,48.50,12.90
Eitting,48.36,11.9
Eitra,50.81,9.73
Eitorf,50.76,7.45
Eitlbrunn,49.11,12.06
Eiting,48.12,12.53
Eitershofen,48.44,11.13
Eitersberg,49.00,10.50
Eiterhagen,51.19,9.59
Eiterfeld,50.76,9.8
Eiterberg,47.67,10.56
Eiterbach,49.50,8.81
Eitensheim,48.81,11.31
Eitelsried,48.18,11.16
Eitelsbach,49.78,6.71
Eitelborn,50.36,7.71
Eisweiler,49.51,7.15
Eistrup,52.24,8.15
Eistringhausen,51.22,7.33
Eisten,52.80,7.54
Eissingort,52.05,7.16
Eissendorf,53.45,9.95
Eissen,51.57,9.16
Eißel,52.97,9.01
Eiße,52.74,9.15
Eispertshofen,49.34,11.53
Eisolzried,48.25,11.33
Eismerszell,48.14,11.05
Eismannsdorf,51.56,12.09
Eismannsdorf,49.21,11.23
Eismannsdorf,49.06,11.59
Eismannsberg,49.40,11.43
Eismannsberg,49.15,11.49
Eismannsberg,49.13,12.77
Eismannsberg,48.30,11.09
Eismann,52.11,7.26
Eislingen,48.69,9.70
Eisinghausen,53.26,7.46
Eisingertshofen,48.28,11.45
Eisingersdorf,48.53,10.97
Eisingen,49.75,9.83
Eisingen,48.95,8.66
Eisighofen,50.23,8.01
Eisighof,48.12,9.35
Eishausen,50.37,10.73
Eisfelder Talmühle,51.61,10.81
Eisfeld,50.42,10.90
Eisersdorf,49.87,11.89
Eiserode,51.12,14.62
Eisern,50.82,8.03
Eiserfey,50.55,6.65
Eiserfeld,50.84,7.98
Eiserding,48.80,13.14
Eisenzeche,50.65,13.40
Eisenwind,50.20,11.43
Eisental,48.71,8.16
Eisenstorf,48.77,12.83
Eisensteg,48.73,13.35
Eisensprung,48.33,8.03
Eisensdorf,48.95,11.79
Eisenschmitt,50.05,6.71
Eisenschmelz,49.58,7.84
Eisenrain,47.83,11.26
Eisenhüttenstadt,52.15,14.65
Eisenhütte,51.8,9.7
Eisenhutsrot,49.35,9.76
Eisenhut,48.50,11.38
Eisenhofen,48.34,11.30
Eisenharz,47.68,9.95
Eisenhammer,49.81,9.49
Eisenhammer,49.67,9.22
Eisenfurt,47.92,9.67
Eisenfelden,48.26,12.70
Eisendorf,54.2,9.86
Eisendorf,48.01,11.96
Eisenburg,48.01,10.20
Eisenbühl,50.39,11.75
Eisenbrechtshofen,48.50,10.82
Eisenbreche,47.80,8.17
Eisenbolz,47.64,10.17
Eisenbernreut,48.76,13.45
Eisenberg,50.96,11.90
Eisenberg,49.55,8.07
Eisenberg,47.61,10.60
Eisenbartling,47.96,12.04
Eisenbartling,47.90,12.30
Eisenbach,50.60,9.38
Eisenbach,50.35,7.71
Eisenbach,50.33,8.25
Eisenbach,49.83,9.11
Eisenbach,49.49,7.45
Eisenbach,48.59,8.44
Eisenbach,47.96,8.26
Eisenbach,47.71,10.11
Eisenärzt,47.79,12.64
Eisenach,50.98,10.31
Eisenach,49.85,6.51
Eisen,50.50,7.90
Eisen,49.60,7.05
Eisemroth,50.73,8.41
Eiselsdorf,48.55,12.78
Eiselsried,48.56,11.14
Eiselsdorf,48.47,12.27
Eiselharting,48.32,12.52
Eiselau,48.49,9.95
Eisdorf am Harz,51.76,10.17
Eisdorf,51.83,13.92
Eisdorf,51.46,11.81
Eisdorf,51.22,12.20
Eischott,52.48,10.84
Eischleben,50.88,10.98
Eisching,48.22,12.86
Eischeid,50.84,7.35
Eisborn,51.38,7.88
Eisbergen,52.20,9.01
Eisbach,50.71,7.29
Eiringhausen,51.23,7.86
Eiringhausen,51.08,7.48
Eipringhausen,51.12,7.23
Einzingen,51.44,11.36
Einzenberg,48.71,13.29
Einzenberg,47.64,10.25
Einzelberg,50.33,10.92
Einwinkel,52.79,11.57
Einweiler,49.19,9.73
Einweging,49.01,12.90
Einum,52.16,10.01
Eintürnenberg,47.84,9.83
Eintürnen,47.85,9.84
Einswarden,53.51,8.51
Einstorf,48.64,12.91
Einstetting,48.29,12.26
Einstellige Höfe,53.51,8.93
Einste,52.92,9.11
Einsricht,49.45,11.66
Einsingen,48.35,9.90
Einsiedlerhof,49.43,7.65
Einsiedeln,47.80,10.17
Einsiedel,47.95,8.13
Einsiedel,50.76,12.97
Einsiedel,50.59,13.31
Einsiedel,50.49,10.90
Einsiedel,50.37,12.07
Einsiedel,49.92,9.50
Einsiedel,49.01,11.6
Einselthum,49.65,8.12
Einsdorf,51.43,11.48
Einsbach,48.26,11.26
Einsassen,48.45,11.35
Einsal,51.32,7.64
Einruhr,50.58,6.38
Einraffshof,50.27,9.83
Einöllen,49.61,7.63
Einödsbach,47.31,10.26
Einödhausen,50.48,10.36
Einöden,50.16,11.85
Einöden,47.70,12.15
Einöde,47.87,9.56
Einöde,47.75,10.40
Einöd,48.59,13.34
Einöd,50.26,10.73
Einöd,49.27,7.31
Einöd,49.07,11.71
Einöd,48.99,9.36
Einöd,48.65,13.15
Einöd,48.33,12.81
Einöd,47.84,11.52
Einmuß,48.85,11.94
Einloh,53.16,9.61
Einlage,53.48,10.05
Einkreut,48.72,12.21
Einkind,48.85,12.97
Eininghausen,52.28,8.47
Eining,48.85,11.77
Einig,50.28,7.28
Einhusen,54.03,11.85
Einhusen,53.98,11.42
Einhusen,53.63,11.8
Einholz,47.98,12.05
Einhof,52.85,11.93
Einhausen,50.52,10.46
Einhausen,49.67,8.54
Einhausen,49.06,12.06
Einhausen,48.88,12.51
Einhausen,48.86,12.20
Einhaus,54.25,10.83
Einhaus,53.71,10.73
Einhaus,52.87,7.70
Einhaus,52.68,7.65
Einhaus,47.80,11.73
Einharting,48.14,12.40
Einhart,47.98,9.34
Einharding,48.01,11.88
Einham,47.86,12.61
Einfürst,48.92,12.79
Einfrielingen,53.00,9.83
Einfeld,54.12,9.99
Einfang,47.74,12.30
Markt Einersheim,49.68,10.29
Einersdorf,49.45,10.59
Einern,51.30,7.21
Einen,52.80,8.45
Einem,53.16,9.90
Eineckerholsen,51.58,8.00
Einecke,51.59,8.00
Eineborn,50.83,11.86
Einbrungen,51.31,6.75
Einberg,50.28,11.04
Einberg,48.87,13.40
Einbeck,51.82,9.86
Einbach,49.48,9.24
Einbach,47.76,11.55
Einbach,48.31,8.17
Einartshausen,50.50,9.06
Einach,48.40,8.02
Eimstorf,53.18,10.68
Eimsheim,49.79,8.28
Eimsen,52.00,9.81
Eimke,52.96,10.31
Eimersleben,52.22,11.20
Eimersdorf,49.38,6.65
Eimen,51.88,9.78
Eimelrod,51.30,8.69
Eimeldingen,47.63,7.6
Eime,52.07,9.72
Eimbeckhausen,52.23,9.42
Eilvese,52.54,9.41
Eilversen,51.81,9.25
Eilum,52.16,10.72
Eilte,52.76,9.49
Eilsum,53.47,7.14
Eilsleben,52.14,11.21
Eilshausen,52.16,8.63
Eilsdorf,53.96,10.50
Eilsdorf,51.99,10.99
Eilscheid,50.13,6.38
Eilsbrunn,49.00,11.97
Eilpe,51.34,7.49
Eilmsen,51.66,7.96
Eilhausen,52.31,8.66
Eilhausen,51.43,8.95
Eilet,48.18,8.08
Eilern,51.54,8.77
Eileringsen,51.31,7.68
Eilerde,51.31,7.61
Eilenstedt,51.98,11.04
Eilensen,51.81,9.73
Eilendorf,53.45,9.70
Eilendorf,50.77,6.15
Eilenburg,51.45,12.63
Eilenburg,50.61,7.43
Eilberg,49.15,12.47
Eilbek,53.56,10.05
Eiland,51.54,14.68
Eila,50.34,11.31
Eil,50.89,7.07
Eikern,52.40,8.02
Eikerend,51.20,6.56
Eikeloh,51.62,8.40
Eikamp,51.01,7.18
Eiglasdorf,49.83,12.13
Eiger,51.16,6.48
Eigenzell,48.98,10.17
Eigentshofen,49.34,11.81
Eigenthum,52.54,11.22
Eigenröder Warte,51.31,10.44
Eigenrode,51.29,10.44
Eigenrieden,51.20,10.32
Eigenheim,50.09,8.25
Eigen,51.54,6.92
Eigen,51.18,7.06
Eigen,47.67,10.34
Eigeltingen,47.86,8.9
Eigelscheid,50.20,6.23
Eigelsberg,49.44,12.41
Eigelbach,50.18,6.58
Eifa,50.96,8.58
Eifa,50.74,9.34
Eiersheim,49.66,9.58
Eiershausen,50.80,8.36
Eiershagen,50.91,7.64
Eiersdorf,49.05,11.82
Eielstädt,52.31,8.35
Eidsberg,48.89,12.95
Eidinghausen,52.22,8.79
Eiding,47.78,12.22
Eidewarden,53.44,8.50
Eiderstede,54.16,10.03
Eiderdeich,54.27,9.39
Eiderdeich,54.35,9.11
Eidenzell,49.05,12.46
Eidenthal,49.15,12.53
Eidengrub,49.14,12.49
Eidengesäß,50.17,9.23
Eidenborn,49.39,6.90
Eidenberg,48.56,13.77
Eidenbacherhof,50.14,9.74
Eidelberg,49.37,11.57
Eickum,52.10,8.59
Eickstüve,53.34,9.92
Eickstedt,53.29,14.04
Eicksen,52.28,8.80
Eicks,50.62,6.61
Eicklingen,52.55,10.18
Eickhorst,52.79,10.87
Eickhorst,52.76,8.92
Eickhorst,52.35,10.49
Eickhorst,52.30,8.73
Eickhöpen,52.53,8.35
Eickhoff,51.55,8.49
Eickhof,54.24,12.71
Eickhof,53.99,12.38
Eickhof,53.78,11.84
Eickhof,52.95,11.75
Eickert,51.2,6.95
Eickerhöfe,52.96,11.75
Eickenrode,52.42,10.30
Eickendorf,51.8,7.78
Eickendorf,52.36,11.14
Eickendorf,51.94,11.67
Eicken-Bruche,52.21,8.36
Eickenbeck,51.83,7.7
Eicken,52.21,8.38
Eicken,51.21,6.44
Eicken,51.21,6.29
Eickeloh,52.72,9.60
Eickelerbruch,51.51,7.16
Eickelborn,51.65,8.22
Eickelberg,53.77,11.82
Eickel,51.51,7.17
Eickel,51.78,7.95
Eickel,52.31,8.56
Eickedorf,53.18,9.01
Eickbusch,52.64,8.48
Eick,51.48,6.62
Eichwerder,52.71,14.19
Eichwege,51.60,14.61
Eichwalde,52.36,13.61
Eichwäldchen,50.22,8.56
Eichwald,51.60,13.46
Eichtling,48.00,11.90
Eichtersheim,49.23,8.77
Eichswiesen,49.36,9.91
Eichstruth,51.3,10.08
Eichstock,48.39,11.35
Eichstetten,48.09,7.74
Eichstegen,47.93,9.5
Eichstedt,52.67,11.85
Eichstätt,48.88,11.19
Eichstätt,48.63,12.10
Eichstädt,52.69,13.11
Eichsel,47.59,7.75
Eichschlag,49.86,11.70
Eichrodt,50.95,10.38
Eichow,51.76,14.12
Eichof,51.02,7.26
Eichlinghofen,51.47,7.40
Eichlhof,49.29,12.00
Eichlgütl,49.23,12.17
Eichleithen,49.96,11.71
Eichlberg,49.13,12.06
Eichlberg,49.08,11.71
Eichlberg,48.97,12.49
Eichlaide,50.87,12.61
Eichkamp,52.49,13.26
Eichitz,50.34,11.24
Eichishof,49.06,10.15
Eiching,48.30,12.34
Eichigt,50.48,12.02
Eichigt,50.35,12.16
Eichig,50.06,11.15
Eichig,49.85,11.40
Eichicht,50.61,11.43
Eichhorst,53.59,13.49
Eichhorst,52.89,13.63
Eichhornseck,48.31,12.90
Eichholz,51.19,7.51
Eichholz,50.94,7.64
Eichholz,54.16,12.92
Eichholz,54.1,10.18
Eichholz,53.39,10.34
Eichholz,52.44,12.94
Eichholz,52.32,8.66
Eichholz,52.11,8.92
Eichholz,51.92,12.03
Eichholz,51.92,8.90
Eichholz,51.61,13.64
Eichholz,51.46,7.58
Eichholz,51.10,7.22
Eichholz,50.92,7.72
Eichholz,50.72,7.40
Eichholz,50.06,11.53
Eichholz,49.34,9.89
Eichholz,49.25,10.35
Eichholz,49.13,9.66
Eichholz,47.84,10.27
Eichholz,47.69,7.78
Eichhofsberg,53.68,8.99
Eichhofen,49.01,11.92
Eichhofen,48.37,11.32
Eichhof,53.63,13.85
Eichhof,53.38,11.23
Eichhof,50.84,9.67
Eichhof,50.25,10.91
Eichhof,49.39,9.88
Eichhof,49.2,9.58
Eichhof,48.35,8.44
Eichheim,48.23,12.40
Eichhammer,49.87,11.68
Eichham,47.86,12.84
Eichhalde,48.24,8.13
Eichhagen,51.05,7.83
Eichgraben,50.86,14.79
Eichfeld,52.93,11.78
Eichfeld,50.71,11.27
Eichfeld,49.84,10.30
Eichet,48.57,13.37
Eichet,48.59,13.52
Eicherscheid,50.53,6.76
Eicherloh,48.24,11.77
Eichenzell,50.49,9.69
Eichenwinden,50.51,9.85
Eichenthal,54.06,12.72
Eichenstruth,50.64,7.96
Eichenstruth,49.63,11.44
Eichenstein,50.38,11.70
Eichensee,49.22,11.76
Eicherscheid,50.57,6.30
Eichenrod,50.57,9.29
Eichenried,48.27,11.78
Eichenried,50.39,9.65
Eichenreuth,49.88,11.52
Eichenrain,49.02,10.13
Eichenkofen,48.34,11.92
Eichenkirnberg,48.95,9.70
Eichenhüll,49.98,11.22
Eichenhofen,49.18,11.64
Eichenhofen,48.45,10.47
Eichenhof,52.64,14.46
Eichenhof,52.18,13.30
Eichenhof,49.83,10.91
Eichenheege,50.15,8.85
Eichenhausen,50.32,10.30
Eichenfürst,49.83,9.57
Eichenfelde,53.81,13.78
Eichenfelde,53.21,12.46
Eichendorf,48.63,12.85
Eichendorf,47.79,11.25
Eichenbühl,50.27,11.37
Eichenbühl,50.19,11.31
Eichenbühl,49.70,9.32
Eichenbrunn,49.06,11.98
Eichenbrandt,52.63,13.84
Eichenborn,51.96,9.33
Eichenbirkig,49.82,11.33
Eichenberg,51.37,9.89
Eichenberg,50.8,11.53
Eichenberg,50.55,10.66
Eichenberg,50.05,9.25
Eichenberg,49.16,10.78
Eichenberg,48.04,10.04
Eichenbarleben,52.16,11.40
Eichenbach,50.43,6.81
Eichenau,50.61,9.52
Eichenau,49.20,9.96
Eichenau,48.16,11.31
Eichen,51.10,7.09
Eichen,51.03,7.29
Eichen,50.97,7.96
Eichen,50.93,7.27
Eichen,50.90,7.88
Eichen,50.63,7.53
Eichen,50.54,6.91
Eichen,50.25,8.90
Eichen,49.88,11.50
Eichen,48.09,9.96
Eichen,48.07,9.69
Eichen,48.02,9.41
Eichen,47.64,7.84
Eichen,51.09,7.82
Eichelsteig,48.16,9.8
Eichelshof,49.30,9.52
Eichelsee,49.61,10.03
Eichelsdorf,50.45,9.05
Eichelsdorf,50.16,10.53
Eichelschwang,47.74,10.52
Eichelscheiderhof,49.38,7.38
Eichelsbach,49.84,9.23
Eichelsachsen,50.45,9.12
Eichelhütte,50.03,6.73
Eichelhof,49.15,12.74
Eichelhof,49.02,11.54
Eichelhardt,50.71,7.7
Eichelhain,50.56,9.27
Eichelgarten,48.05,10.41
Eichelburg,49.23,11.17
Eichelborn,50.94,11.18
Eichelberg,50.07,10.77
Eichelberg,49.74,11.99
Eichelberg,49.51,10.54
Eichelberg,49.19,12.42
Eichelberg,49.20,12.11
Eichelberg,49.18,8.81
Eichelberg,49.11,9.40
Eichelberg,49.08,10.08
Eichelberg,48.65,11.58
Eichel,49.76,9.53
Eiche-Golm,52.4,12.96
Eichede,53.71,10.40
Eiche,52.56,13.58
Eiche,52.40,12.98
Eiche,52.26,11.33
Eiche,51.87,14.08
Eichdorf,53.16,10.82
Eichbusch,51.96,13.53
Eichbusch,51.03,13.87
Eichbühl,48.05,9.97
Eichbühl,47.95,9.67
Eichberg,50.66,12.3
Eichberg,50.03,8.06
Eichberg,49.14,12.68
Eichberg,49.01,9.93
Eichberg,48.81,13.02
Eichberg,48.54,8.35
Eichbaum,53.48,10.1
Eichbach,48.20,8.33
Eichardt,51.17,13.02
Eichach,49.26,9.47
Eicha,51.29,12.56
Eicha,50.34,10.57
Eicha,50.22,10.91
Eich,50.88,7.32
Eich,50.73,6.14
Eich,50.54,12.35
Eich,50.42,7.35
Eich,49.80,8.56
Eich,49.75,8.39
Eich,49.17,11.97
Eich,48.58,13.38
Eich,47.70,10.31
Eibsee,47.45,10.99
Eibrunn,49.05,11.83
Eibingen,49.98,7.93
Eiberg,48.99,10.23
Eiberg,48.85,13.00
Eiberg,48.34,12.88
Eibenstock,50.49,12.59
Eibensbach,49.04,8.99
Eibenberg,50.75,12.95
Eibenberg,50.29,11.38
Eibelstadt,49.72,9.99
Eibelshausen,50.81,8.34
Eibau,50.98,14.66
Eibach,50.74,8.32
Eibach,49.40,11.03
Eibach,49.17,11.21
Eibach,48.30,12.15
Ehweiler,49.51,7.36
Ehst,54.30,8.70
Ehrwang,47.59,10.71
Ehrsten,51.39,9.34
Ehrstädt,49.24,8.98
Ehrsen,52.06,8.77
Ehrsberg,47.74,7.90
Ehrnstorf,48.60,12.97
Ehrlichshof,50.61,9.71
Ehrlich,50.71,7.75
Ehrlach,47.65,9.98
Ehrl,49.99,11.05
Ehringshausen,50.70,9.11
Ehringshausen,50.6,8.38
Ehringshausen,49.30,10.06
Ehringsfeld,49.40,11.71
Ehringsdorf,50.95,11.34
Ehringhausen,51.68,7.56
Ehringhausen,51.66,8.44
Ehringhausen,51.24,7.47
Ehringhausen,51.19,7.56
Ehringhausen,51.15,7.17
Ehringhausen,50.51,7.89
Ehringen,51.38,9.14
Ehringen,48.87,10.47
Ehring,48.23,12.56
Ehrhorn,53.17,9.88
Ehrhafts,47.67,10.02
Ehreshoven,50.97,7.34
Ehrerheide,50.17,7.58
Ehrenzipfel,50.45,12.83
Ehrentrup,51.97,8.78
Ehrenthal,50.17,7.67
Ehrenstetten,47.91,7.75
Ehrenstein,50.75,11.17
Ehrenstein,50.61,7.45
Ehrenstein,48.41,9.92
Ehrensteig,50.96,10.3
Ehrenschwinden,49.11,10.56
Ehrensberg,48.02,9.92
Ehrensberg,47.90,9.80
Ehrenhof,53.43,13.15
Ehrenhain,50.93,12.50
Ehrenfriedersdorf,50.64,12.97
Ehrenfeld,50.96,7.21
Ehrendorf,52.61,8.24
Ehrenburgertal,50.21,7.45
Ehrenburg,52.75,8.7
Ehrenbreitstein,50.36,7.62
Ehrenberg,51.26,7.26
Ehrenberg,51.04,13.03
Ehrenberg,50.98,14.16
Ehrenberg,50.95,12.45
Ehrenberg,50.63,7.41
Ehrenberg,50.48,10.65
Ehrenberg,48.56,11.46
Ehrenbach,50.20,8.22
Ehren,52.70,7.69
Ehren,49.01,12.75
Ehren,48.96,12.72
Ehrdissen,52.01,8.66
Ehrang,49.81,6.69
Ehra,52.56,10.78
Ehr,50.23,7.78
Ehr,50.17,7.56
Eholfing,48.45,13.36
Ehningsen,51.58,7.98
Ehningen,48.65,8.94
Ehnhofen,48.13,9.36
Ehnes,50.38,10.99
Ehndorfermoor,54.05,9.84
Ehndorf,54.05,9.9
Ehmkenhagen,54.19,12.43
Ehmkendorf,54.08,12.55
Ehmen,52.39,10.69
Ehlscheid,50.51,7.45
Ehlingen,50.54,7.19
Ehlingen,49.19,7.17
Ehlheim,49.04,10.82
Ehlhalten,50.17,8.36
Ehlershausen,52.52,10.02
Ehlersdorf,54.33,9.79
Ehlersberg,53.75,10.13
Ehlenz,50.05,6.46
Ehlenbruch,51.98,8.73
Ehlenbach,49.66,7.43
Ehlen,52.29,9.19
Ehlen,51.32,9.30
Ehlbeck,53.08,10.15
Ehingen am Ries,48.96,10.55
Ehingen,51.36,6.69
Ehingen,49.08,10.54
Ehingen,48.6,10.8
Ehingen,48.47,8.93
Ehingen,48.28,9.72
Ehgarten,48.11,12.4
Ehethal,48.83,12.57
Ehestorf,53.45,9.89
Ehestorf,53.24,9.38
Ehestetten,48.32,9.43
Ehestetten,48.2,9.05
Ehenfeld,49.57,11.94
Ehekirchen,48.63,11.1
Ehekirchen,48.53,10.82
Eheim,47.93,10.36
Ehe,49.60,10.60
Egypten,53.07,9.11
Egweil,48.78,11.23
Egterholz,52.84,8.18
Egstedt,50.91,11.05
Egsdorf,52.13,13.58
Egsdorf,51.83,13.80
Egringen,47.66,7.59
Egmating,48.00,11.79
Eglwiesen,47.85,12.35
Eglwang,49.15,11.68
Eglsee,49.45,11.83
Eglsee,49.42,12.65
Eglsee,49.25,11.96
Eglsee,49.07,11.91
Eglosheim,48.90,9.17
Eglofstal,47.66,9.91
Eglofsdorf,48.98,11.52
Eglofs,47.88,10.42
Eglofs,47.66,9.93
Egloffswinden,49.33,10.57
Egloffsteinerhüll,49.70,11.22
Egloffstein,49.70,11.25
Eglingen,48.71,10.43
Eglingen,48.35,9.42
Egling,48.18,10.97
Egling,47.92,11.50
Egling,47.70,11.21
Eglhofen,49.34,11.81
Eglhausen,48.42,11.55
Eglhartinger Kolonie,48.08,11.86
Eglharting,48.08,11.86
Eglhart,47.98,12.47
Eglham,47.94,12.17
Eglfing,48.11,11.74
Eglersried,48.41,11.40
Eglasmühle,49.07,11.44
Eglafing,48.30,12.12
Egisholz,47.68,7.65
Eging am See,48.71,13.27
Eging,48.46,12.18
Eging,47.96,12.71
Egidiberg,49.33,12.07
Eggstetten,48.29,12.97
Eggstedt,54.05,9.26
Eggstätt,47.92,12.37
Eggolsheim,49.76,11.05
Eggmühl,48.84,12.18
Eggmannsried,47.94,9.84
Egglsor,48.33,12.26
Egglkofen,48.4,12.45
Egglhausen,48.65,11.93
Egglham,48.53,13.06
Egglfing,48.94,12.17
Egglfing,48.32,13.31
Eggisried,47.96,10.30
Eggingen,48.36,9.87
Egging,48.26,12.92
Egghalden,47.57,9.74
Eggestedt,53.23,8.63
Eggesin,53.67,14.07
Eggese,52.98,8.67
Eggerszell,49.02,12.61
Eggerstorf,53.92,11.36
Eggerstedt,53.64,9.80
Eggersheim,50.78,6.63
Eggershausen,53.04,7.86
Eggersham,48.40,13.26
Eggersen,52.04,9.59
Eggersdorfen,48.36,12.29
Eggersdorf,53.10,12.15
Eggersdorf,52.53,13.81
Eggersdorf,52.47,14.10
Eggersdorf,51.97,11.70
Eggersdorf,48.61,13.44
Eggersdorf,48.59,13.55
Eggersdorf,48.57,13.01
Eggersdorf,48.56,11.97
Eggerscheidt,51.31,6.88
Eggersberg,49.18,13.09
Eggersberg,49.08,12.60
Eggersberg,48.97,11.64
Eggersbach,48.33,12.73
Eggerode,52.06,7.24
Eggeringhausen,51.66,8.83
Eggerding,48.47,12.73
Eggenweiler,47.75,9.38
Eggenweiler,47.70,9.52
Eggenwatt,47.59,9.72
Eggenthal,48.99,10.74
Eggenthal,47.91,10.51
Eggenstein-Leopoldshafen,49.09,8.39
Eggenstein,49.07,8.39
Eggenstedt,52.10,11.23
Eggensee,49.57,10.66
Eggenscheid,51.25,7.61
Eggenrot,48.97,10.09
Eggenreuth,48.75,13.32
Eggenreute,47.74,9.78
Eggenpoint,48.47,12.44
Eggenhof,49.59,11.07
Eggenfelden,48.40,12.75
Eggenbühl,47.84,10.44
Eggenberg,49.57,11.60
Eggenberg,48.42,11.58
Eggenbach,50.10,10.89
Eggen,47.71,10.29
Eggen,47.71,10.33
Eggen,47.64,10.30
Eggelstetten,48.67,10.85
Eggelsbach,48.06,9.69
Eggelogerfeld,53.30,7.96
Eggeloge,53.30,7.94
Eggelingen,53.60,7.83
Eggelhof,48.49,10.81
Eggeberg,52.08,8.35
Eggebekfeld,54.63,9.35
Eggebek,54.61,9.36
Egge,52.14,8.72
Egge,52.49,6.74
Egge,52.08,9.18
Egge,51.35,7.38
Eggatsweiler,47.59,9.67
Eggartskirch,47.75,9.49
Egg an der Günz,48.08,10.28
Egg,48.87,12.92
Egg,48.64,12.00
Egg,48.56,11.66
Egg,48.18,11.15
Egg,47.94,12.23
Egg,47.90,9.48
Egg,47.89,9.23
Egg,47.75,10.22
Egg,47.69,9.19
Egg,47.63,9.96
Egg,47.58,7.96
Egestorf,53.19,10.06
Egestorf,52.28,9.51
Egestorf,52.21,9.40
Egesheim,48.11,8.85
Egerten,47.67,7.66
Egerteich,50.02,12.34
Egersdorf,49.46,10.87
Egerndach,47.78,12.48
Egern,47.69,11.75
Egerer,47.90,12.53
Egerdach,47.89,12.70
Egenstedt,52.09,9.99
Egensbach,49.44,11.39
Egenroth,50.18,7.95
Egenried,47.75,11.22
Egenhofen,48.35,10.36
Egenhofen,48.28,11.16
Egenhausen,52.76,8.70
Egenhausen,50.03,10.08
Egenhausen,49.43,10.47
Egenhausen,48.56,8.61
Egendorf,50.86,11.36
Egenbüttel,53.65,9.85
Egenburg,48.29,11.15
Egenbostel,52.95,9.46
Egen,51.16,7.40
Egelstein,48.42,9.52
Egelstal,48.44,8.71
Egelsried,49.30,12.38
Egelsheim,49.31,11.86
Egelsee,48.02,10.12
Egelsdorf,50.63,11.08
Egelsberg,48.35,12.76
Egelsbach,49.97,8.67
Egelsbach,49.66,10.68
Egels,53.46,7.51
Egelreute,47.89,9.37
Egeln Nord,51.96,11.43
Egeln,51.94,11.43
Egelmes,50.59,9.84
Egelinde,52.20,12.46
Egelhofen,48.09,10.45
Egelfingen,48.15,9.28
Egartenhof,48.95,9.08
Egarsee,53.20,13.54
Eft,49.47,6.44
Efrizweiler,47.69,9.41
Efringen-Kirchen,47.65,7.56
